"","tsunset","ts2","ts2round","ts2rounddate"
"2169","2006-12-10 20:35:51","2006-12-10 22:35:51","2006-12-10 23:00:00","2006-12-10"
"2170","2006-12-11 20:36:35","2006-12-11 22:36:35","2006-12-11 23:00:00","2006-12-11"
"2171","2006-12-12 20:37:17","2006-12-12 22:37:17","2006-12-12 23:00:00","2006-12-12"
"2172","2006-12-13 20:37:58","2006-12-13 22:37:58","2006-12-13 23:00:00","2006-12-13"
"2173","2006-12-14 20:38:38","2006-12-14 22:38:38","2006-12-14 23:00:00","2006-12-14"
"2174","2006-12-15 20:39:17","2006-12-15 22:39:17","2006-12-15 23:00:00","2006-12-15"
"2175","2006-12-16 20:39:54","2006-12-16 22:39:54","2006-12-16 23:00:00","2006-12-16"
"2176","2006-12-17 20:40:30","2006-12-17 22:40:30","2006-12-17 23:00:00","2006-12-17"
"2177","2006-12-18 20:41:05","2006-12-18 22:41:05","2006-12-18 23:00:00","2006-12-18"
"2178","2006-12-19 20:41:38","2006-12-19 22:41:38","2006-12-19 23:00:00","2006-12-19"
"2179","2006-12-20 20:42:10","2006-12-20 22:42:10","2006-12-20 23:00:00","2006-12-20"
"2180","2006-12-21 20:42:40","2006-12-21 22:42:40","2006-12-21 23:00:00","2006-12-21"
"2181","2006-12-22 20:43:09","2006-12-22 22:43:09","2006-12-22 23:00:00","2006-12-22"
"2182","2006-12-23 20:43:36","2006-12-23 22:43:36","2006-12-23 23:00:00","2006-12-23"
"2183","2006-12-24 20:44:02","2006-12-24 22:44:02","2006-12-24 23:00:00","2006-12-24"
"2184","2006-12-25 20:44:26","2006-12-25 22:44:26","2006-12-25 23:00:00","2006-12-25"
"2185","2006-12-26 20:44:48","2006-12-26 22:44:48","2006-12-26 23:00:00","2006-12-26"
"2186","2006-12-27 20:45:09","2006-12-27 22:45:09","2006-12-27 23:00:00","2006-12-27"
"2187","2006-12-28 20:45:28","2006-12-28 22:45:28","2006-12-28 23:00:00","2006-12-28"
"2188","2006-12-29 20:45:45","2006-12-29 22:45:45","2006-12-29 23:00:00","2006-12-29"
"2189","2006-12-30 20:46:01","2006-12-30 22:46:01","2006-12-30 23:00:00","2006-12-30"
"2190","2006-12-31 20:46:15","2006-12-31 22:46:15","2006-12-31 23:00:00","2006-12-31"
"2191","2007-01-01 20:46:27","2007-01-01 22:46:27","2007-01-01 23:00:00","2007-01-01"
"2192","2007-01-02 20:46:37","2007-01-02 22:46:37","2007-01-02 23:00:00","2007-01-02"
"2193","2007-01-03 20:46:45","2007-01-03 22:46:45","2007-01-03 23:00:00","2007-01-03"
"2194","2007-01-04 20:46:52","2007-01-04 22:46:52","2007-01-04 23:00:00","2007-01-04"
"2195","2007-01-05 20:46:57","2007-01-05 22:46:57","2007-01-05 23:00:00","2007-01-05"
"2196","2007-01-06 20:47:00","2007-01-06 22:47:00","2007-01-06 23:00:00","2007-01-06"
"2197","2007-01-07 20:47:01","2007-01-07 22:47:01","2007-01-07 23:00:00","2007-01-07"
"2198","2007-01-08 20:47:00","2007-01-08 22:47:00","2007-01-08 23:00:00","2007-01-08"
"2199","2007-01-09 20:46:57","2007-01-09 22:46:57","2007-01-09 23:00:00","2007-01-09"
"2200","2007-01-10 20:46:53","2007-01-10 22:46:53","2007-01-10 23:00:00","2007-01-10"
"2201","2007-01-11 20:46:47","2007-01-11 22:46:47","2007-01-11 23:00:00","2007-01-11"
"2202","2007-01-12 20:46:39","2007-01-12 22:46:39","2007-01-12 23:00:00","2007-01-12"
"2203","2007-01-13 20:46:28","2007-01-13 22:46:28","2007-01-13 23:00:00","2007-01-13"
"2204","2007-01-14 20:46:17","2007-01-14 22:46:17","2007-01-14 23:00:00","2007-01-14"
"2205","2007-01-15 20:46:03","2007-01-15 22:46:03","2007-01-15 23:00:00","2007-01-15"
"2206","2007-01-16 20:45:47","2007-01-16 22:45:47","2007-01-16 23:00:00","2007-01-16"
"2207","2007-01-17 20:45:30","2007-01-17 22:45:30","2007-01-17 23:00:00","2007-01-17"
"2208","2007-01-18 20:45:11","2007-01-18 22:45:11","2007-01-18 23:00:00","2007-01-18"
"2209","2007-01-19 20:44:50","2007-01-19 22:44:50","2007-01-19 23:00:00","2007-01-19"
"2210","2007-01-20 20:44:27","2007-01-20 22:44:27","2007-01-20 23:00:00","2007-01-20"
"2211","2007-01-21 20:44:03","2007-01-21 22:44:03","2007-01-21 23:00:00","2007-01-21"
"2212","2007-01-22 20:43:37","2007-01-22 22:43:37","2007-01-22 23:00:00","2007-01-22"
"2213","2007-01-23 20:43:09","2007-01-23 22:43:09","2007-01-23 23:00:00","2007-01-23"
"2214","2007-01-24 20:42:39","2007-01-24 22:42:39","2007-01-24 23:00:00","2007-01-24"
"2215","2007-01-25 20:42:08","2007-01-25 22:42:08","2007-01-25 23:00:00","2007-01-25"
"2216","2007-01-26 20:41:35","2007-01-26 22:41:35","2007-01-26 23:00:00","2007-01-26"
"2217","2007-01-27 20:41:00","2007-01-27 22:41:00","2007-01-27 23:00:00","2007-01-27"
"2218","2007-01-28 20:40:24","2007-01-28 22:40:24","2007-01-28 23:00:00","2007-01-28"
"2219","2007-01-29 20:39:46","2007-01-29 22:39:46","2007-01-29 23:00:00","2007-01-29"
"2220","2007-01-30 20:39:07","2007-01-30 22:39:07","2007-01-30 23:00:00","2007-01-30"
"2221","2007-01-31 20:38:26","2007-01-31 22:38:26","2007-01-31 23:00:00","2007-01-31"
"2222","2007-02-01 20:37:43","2007-02-01 22:37:43","2007-02-01 23:00:00","2007-02-01"
"2223","2007-02-02 20:37:00","2007-02-02 22:37:00","2007-02-02 23:00:00","2007-02-02"
"2224","2007-02-03 20:36:14","2007-02-03 22:36:14","2007-02-03 23:00:00","2007-02-03"
"2225","2007-02-04 20:35:27","2007-02-04 22:35:27","2007-02-04 23:00:00","2007-02-04"
"2226","2007-02-05 20:34:39","2007-02-05 22:34:39","2007-02-05 23:00:00","2007-02-05"
"2227","2007-02-06 20:33:50","2007-02-06 22:33:50","2007-02-06 23:00:00","2007-02-06"
"2228","2007-02-07 20:32:59","2007-02-07 22:32:59","2007-02-07 23:00:00","2007-02-07"
"2229","2007-02-08 20:32:06","2007-02-08 22:32:06","2007-02-08 23:00:00","2007-02-08"
"2230","2007-02-09 20:31:13","2007-02-09 22:31:13","2007-02-09 23:00:00","2007-02-09"
"2231","2007-02-10 20:30:18","2007-02-10 22:30:18","2007-02-10 23:00:00","2007-02-10"
"2232","2007-02-11 20:29:22","2007-02-11 22:29:22","2007-02-11 22:00:00","2007-02-11"
"2233","2007-02-12 20:28:25","2007-02-12 22:28:25","2007-02-12 22:00:00","2007-02-12"
"2234","2007-02-13 20:27:26","2007-02-13 22:27:26","2007-02-13 22:00:00","2007-02-13"
"2235","2007-02-14 20:26:27","2007-02-14 22:26:27","2007-02-14 22:00:00","2007-02-14"
"2236","2007-02-15 20:25:26","2007-02-15 22:25:26","2007-02-15 22:00:00","2007-02-15"
"2237","2007-02-16 20:24:25","2007-02-16 22:24:25","2007-02-16 22:00:00","2007-02-16"
"2238","2007-02-17 20:23:22","2007-02-17 22:23:22","2007-02-17 22:00:00","2007-02-17"
"2239","2007-02-18 20:22:18","2007-02-18 22:22:18","2007-02-18 22:00:00","2007-02-18"
"2240","2007-02-19 20:21:13","2007-02-19 22:21:13","2007-02-19 22:00:00","2007-02-19"
"2241","2007-02-20 20:20:08","2007-02-20 22:20:08","2007-02-20 22:00:00","2007-02-20"
"2242","2007-02-21 20:19:01","2007-02-21 22:19:01","2007-02-21 22:00:00","2007-02-21"
"2243","2007-02-22 20:17:54","2007-02-22 22:17:54","2007-02-22 22:00:00","2007-02-22"
"2244","2007-02-23 20:16:45","2007-02-23 22:16:45","2007-02-23 22:00:00","2007-02-23"
"2245","2007-02-24 20:15:36","2007-02-24 22:15:36","2007-02-24 22:00:00","2007-02-24"
"2246","2007-02-25 20:14:26","2007-02-25 22:14:26","2007-02-25 22:00:00","2007-02-25"
"2247","2007-02-26 20:13:16","2007-02-26 22:13:16","2007-02-26 22:00:00","2007-02-26"
"2248","2007-02-27 20:12:04","2007-02-27 22:12:04","2007-02-27 22:00:00","2007-02-27"
"2249","2007-02-28 20:10:52","2007-02-28 22:10:52","2007-02-28 22:00:00","2007-02-28"
"2250","2007-03-01 20:09:39","2007-03-01 22:09:39","2007-03-01 22:00:00","2007-03-01"
"2251","2007-03-02 20:08:26","2007-03-02 22:08:26","2007-03-02 22:00:00","2007-03-02"
"2252","2007-03-03 20:07:12","2007-03-03 22:07:12","2007-03-03 22:00:00","2007-03-03"
"2253","2007-03-04 20:05:57","2007-03-04 22:05:57","2007-03-04 22:00:00","2007-03-04"
"2254","2007-03-05 20:04:42","2007-03-05 22:04:42","2007-03-05 22:00:00","2007-03-05"
"2255","2007-03-06 20:03:27","2007-03-06 22:03:27","2007-03-06 22:00:00","2007-03-06"
"2256","2007-03-07 20:02:11","2007-03-07 22:02:11","2007-03-07 22:00:00","2007-03-07"
"2257","2007-03-08 20:00:54","2007-03-08 22:00:54","2007-03-08 22:00:00","2007-03-08"
"2258","2007-03-09 19:59:37","2007-03-09 21:59:37","2007-03-09 22:00:00","2007-03-09"
"2259","2007-03-10 19:58:20","2007-03-10 21:58:20","2007-03-10 22:00:00","2007-03-10"
"2260","2007-03-11 19:57:02","2007-03-11 21:57:02","2007-03-11 22:00:00","2007-03-11"
"2261","2007-03-12 19:55:44","2007-03-12 21:55:44","2007-03-12 22:00:00","2007-03-12"
"2262","2007-03-13 19:54:25","2007-03-13 21:54:25","2007-03-13 22:00:00","2007-03-13"
"2263","2007-03-14 19:53:07","2007-03-14 21:53:07","2007-03-14 22:00:00","2007-03-14"
"2264","2007-03-15 19:51:48","2007-03-15 21:51:48","2007-03-15 22:00:00","2007-03-15"
"2265","2007-03-16 19:50:29","2007-03-16 21:50:29","2007-03-16 22:00:00","2007-03-16"
"2266","2007-03-17 19:49:09","2007-03-17 21:49:09","2007-03-17 22:00:00","2007-03-17"
"2267","2007-03-18 19:47:50","2007-03-18 21:47:50","2007-03-18 22:00:00","2007-03-18"
"2268","2007-03-19 19:46:30","2007-03-19 21:46:30","2007-03-19 22:00:00","2007-03-19"
"2269","2007-03-20 19:45:11","2007-03-20 21:45:11","2007-03-20 22:00:00","2007-03-20"
"2270","2007-03-21 19:43:51","2007-03-21 21:43:51","2007-03-21 22:00:00","2007-03-21"
"2271","2007-03-22 19:42:31","2007-03-22 21:42:31","2007-03-22 22:00:00","2007-03-22"
"2272","2007-03-23 19:41:12","2007-03-23 21:41:12","2007-03-23 22:00:00","2007-03-23"
"2273","2007-03-24 19:39:52","2007-03-24 21:39:52","2007-03-24 22:00:00","2007-03-24"
"2274","2007-03-25 19:38:32","2007-03-25 21:38:32","2007-03-25 22:00:00","2007-03-25"
"2275","2007-03-26 19:37:13","2007-03-26 21:37:13","2007-03-26 22:00:00","2007-03-26"
"2276","2007-03-27 19:35:53","2007-03-27 21:35:53","2007-03-27 22:00:00","2007-03-27"
"2277","2007-03-28 19:34:34","2007-03-28 21:34:34","2007-03-28 22:00:00","2007-03-28"
"2278","2007-03-29 19:33:14","2007-03-29 21:33:14","2007-03-29 22:00:00","2007-03-29"
"2279","2007-03-30 19:31:55","2007-03-30 21:31:55","2007-03-30 22:00:00","2007-03-30"
"2280","2007-03-31 19:30:37","2007-03-31 21:30:37","2007-03-31 22:00:00","2007-03-31"
"2281","2007-04-01 19:29:18","2007-04-01 21:29:18","2007-04-01 21:00:00","2007-04-01"
"2282","2007-04-02 19:28:00","2007-04-02 21:28:00","2007-04-02 21:00:00","2007-04-02"
"2283","2007-04-03 19:26:42","2007-04-03 21:26:42","2007-04-03 21:00:00","2007-04-03"
"2284","2007-04-04 19:25:24","2007-04-04 21:25:24","2007-04-04 21:00:00","2007-04-04"
"2285","2007-04-05 19:24:07","2007-04-05 21:24:07","2007-04-05 21:00:00","2007-04-05"
"2286","2007-04-06 19:22:50","2007-04-06 21:22:50","2007-04-06 21:00:00","2007-04-06"
"2287","2007-04-07 19:21:33","2007-04-07 21:21:33","2007-04-07 21:00:00","2007-04-07"
"2288","2007-04-08 19:20:17","2007-04-08 21:20:17","2007-04-08 21:00:00","2007-04-08"
"2289","2007-04-09 19:19:02","2007-04-09 21:19:02","2007-04-09 21:00:00","2007-04-09"
"2290","2007-04-10 19:17:47","2007-04-10 21:17:47","2007-04-10 21:00:00","2007-04-10"
"2291","2007-04-11 19:16:32","2007-04-11 21:16:32","2007-04-11 21:00:00","2007-04-11"
"2292","2007-04-12 19:15:18","2007-04-12 21:15:18","2007-04-12 21:00:00","2007-04-12"
"2293","2007-04-13 19:14:05","2007-04-13 21:14:05","2007-04-13 21:00:00","2007-04-13"
"2294","2007-04-14 19:12:52","2007-04-14 21:12:52","2007-04-14 21:00:00","2007-04-14"
"2295","2007-04-15 19:11:40","2007-04-15 21:11:40","2007-04-15 21:00:00","2007-04-15"
"2296","2007-04-16 19:10:29","2007-04-16 21:10:29","2007-04-16 21:00:00","2007-04-16"
"2297","2007-04-17 19:09:18","2007-04-17 21:09:18","2007-04-17 21:00:00","2007-04-17"
"2298","2007-04-18 19:08:08","2007-04-18 21:08:08","2007-04-18 21:00:00","2007-04-18"
"2299","2007-04-19 19:06:58","2007-04-19 21:06:58","2007-04-19 21:00:00","2007-04-19"
"2300","2007-04-20 19:05:50","2007-04-20 21:05:50","2007-04-20 21:00:00","2007-04-20"
"2301","2007-04-21 19:04:42","2007-04-21 21:04:42","2007-04-21 21:00:00","2007-04-21"
"2302","2007-04-22 19:03:35","2007-04-22 21:03:35","2007-04-22 21:00:00","2007-04-22"
"2303","2007-04-23 19:02:29","2007-04-23 21:02:29","2007-04-23 21:00:00","2007-04-23"
"2304","2007-04-24 19:01:24","2007-04-24 21:01:24","2007-04-24 21:00:00","2007-04-24"
"2305","2007-04-25 19:00:20","2007-04-25 21:00:20","2007-04-25 21:00:00","2007-04-25"
"2306","2007-04-26 18:59:17","2007-04-26 20:59:17","2007-04-26 21:00:00","2007-04-26"
"2307","2007-04-27 18:58:14","2007-04-27 20:58:14","2007-04-27 21:00:00","2007-04-27"
"2308","2007-04-28 18:57:13","2007-04-28 20:57:13","2007-04-28 21:00:00","2007-04-28"
"2309","2007-04-29 18:56:12","2007-04-29 20:56:12","2007-04-29 21:00:00","2007-04-29"
"2310","2007-04-30 18:55:13","2007-04-30 20:55:13","2007-04-30 21:00:00","2007-04-30"
"2311","2007-05-01 18:54:15","2007-05-01 20:54:15","2007-05-01 21:00:00","2007-05-01"
"2312","2007-05-02 18:53:18","2007-05-02 20:53:18","2007-05-02 21:00:00","2007-05-02"
"2313","2007-05-03 18:52:21","2007-05-03 20:52:21","2007-05-03 21:00:00","2007-05-03"
"2314","2007-05-04 18:51:27","2007-05-04 20:51:27","2007-05-04 21:00:00","2007-05-04"
"2315","2007-05-05 18:50:33","2007-05-05 20:50:33","2007-05-05 21:00:00","2007-05-05"
"2316","2007-05-06 18:49:40","2007-05-06 20:49:40","2007-05-06 21:00:00","2007-05-06"
"2317","2007-05-07 18:48:49","2007-05-07 20:48:49","2007-05-07 21:00:00","2007-05-07"
"2318","2007-05-08 18:47:59","2007-05-08 20:47:59","2007-05-08 21:00:00","2007-05-08"
"2319","2007-05-09 18:47:10","2007-05-09 20:47:10","2007-05-09 21:00:00","2007-05-09"
"2320","2007-05-10 18:46:22","2007-05-10 20:46:22","2007-05-10 21:00:00","2007-05-10"
"2321","2007-05-11 18:45:35","2007-05-11 20:45:35","2007-05-11 21:00:00","2007-05-11"
"2322","2007-05-12 18:44:50","2007-05-12 20:44:50","2007-05-12 21:00:00","2007-05-12"
"2323","2007-05-13 18:44:07","2007-05-13 20:44:07","2007-05-13 21:00:00","2007-05-13"
"2324","2007-05-14 18:43:24","2007-05-14 20:43:24","2007-05-14 21:00:00","2007-05-14"
"2325","2007-05-15 18:42:43","2007-05-15 20:42:43","2007-05-15 21:00:00","2007-05-15"
"2326","2007-05-16 18:42:03","2007-05-16 20:42:03","2007-05-16 21:00:00","2007-05-16"
"2327","2007-05-17 18:41:25","2007-05-17 20:41:25","2007-05-17 21:00:00","2007-05-17"
"2328","2007-05-18 18:40:48","2007-05-18 20:40:48","2007-05-18 21:00:00","2007-05-18"
"2329","2007-05-19 18:40:13","2007-05-19 20:40:13","2007-05-19 21:00:00","2007-05-19"
"2330","2007-05-20 18:39:39","2007-05-20 20:39:39","2007-05-20 21:00:00","2007-05-20"
"2331","2007-05-21 18:39:06","2007-05-21 20:39:06","2007-05-21 21:00:00","2007-05-21"
"2332","2007-05-22 18:38:35","2007-05-22 20:38:35","2007-05-22 21:00:00","2007-05-22"
"2333","2007-05-23 18:38:05","2007-05-23 20:38:05","2007-05-23 21:00:00","2007-05-23"
"2334","2007-05-24 18:37:37","2007-05-24 20:37:37","2007-05-24 21:00:00","2007-05-24"
"2335","2007-05-25 18:37:11","2007-05-25 20:37:11","2007-05-25 21:00:00","2007-05-25"
"2336","2007-05-26 18:36:45","2007-05-26 20:36:45","2007-05-26 21:00:00","2007-05-26"
"2337","2007-05-27 18:36:22","2007-05-27 20:36:22","2007-05-27 21:00:00","2007-05-27"
"2338","2007-05-28 18:36:00","2007-05-28 20:36:00","2007-05-28 21:00:00","2007-05-28"
"2339","2007-05-29 18:35:39","2007-05-29 20:35:39","2007-05-29 21:00:00","2007-05-29"
"2340","2007-05-30 18:35:20","2007-05-30 20:35:20","2007-05-30 21:00:00","2007-05-30"
"2341","2007-05-31 18:35:03","2007-05-31 20:35:03","2007-05-31 21:00:00","2007-05-31"
"2342","2007-06-01 18:34:47","2007-06-01 20:34:47","2007-06-01 21:00:00","2007-06-01"
"2343","2007-06-02 18:34:32","2007-06-02 20:34:32","2007-06-02 21:00:00","2007-06-02"
"2344","2007-06-03 18:34:19","2007-06-03 20:34:19","2007-06-03 21:00:00","2007-06-03"
"2345","2007-06-04 18:34:08","2007-06-04 20:34:08","2007-06-04 21:00:00","2007-06-04"
"2346","2007-06-05 18:33:58","2007-06-05 20:33:58","2007-06-05 21:00:00","2007-06-05"
"2347","2007-06-06 18:33:49","2007-06-06 20:33:49","2007-06-06 21:00:00","2007-06-06"
"2348","2007-06-07 18:33:43","2007-06-07 20:33:43","2007-06-07 21:00:00","2007-06-07"
"2349","2007-06-08 18:33:37","2007-06-08 20:33:37","2007-06-08 21:00:00","2007-06-08"
"2350","2007-06-09 18:33:33","2007-06-09 20:33:33","2007-06-09 21:00:00","2007-06-09"
"2351","2007-06-10 18:33:31","2007-06-10 20:33:31","2007-06-10 21:00:00","2007-06-10"
"2352","2007-06-11 18:33:30","2007-06-11 20:33:30","2007-06-11 21:00:00","2007-06-11"
"2353","2007-06-12 18:33:31","2007-06-12 20:33:31","2007-06-12 21:00:00","2007-06-12"
"2354","2007-06-13 18:33:33","2007-06-13 20:33:33","2007-06-13 21:00:00","2007-06-13"
"2355","2007-06-14 18:33:36","2007-06-14 20:33:36","2007-06-14 21:00:00","2007-06-14"
"2356","2007-06-15 18:33:41","2007-06-15 20:33:41","2007-06-15 21:00:00","2007-06-15"
"2357","2007-06-16 18:33:47","2007-06-16 20:33:47","2007-06-16 21:00:00","2007-06-16"
"2358","2007-06-17 18:33:55","2007-06-17 20:33:55","2007-06-17 21:00:00","2007-06-17"
"2359","2007-06-18 18:34:04","2007-06-18 20:34:04","2007-06-18 21:00:00","2007-06-18"
"2360","2007-06-19 18:34:14","2007-06-19 20:34:14","2007-06-19 21:00:00","2007-06-19"
"2361","2007-06-20 18:34:26","2007-06-20 20:34:26","2007-06-20 21:00:00","2007-06-20"
"2362","2007-06-21 18:34:39","2007-06-21 20:34:39","2007-06-21 21:00:00","2007-06-21"
"2363","2007-06-22 18:34:53","2007-06-22 20:34:53","2007-06-22 21:00:00","2007-06-22"
"2364","2007-06-23 18:35:09","2007-06-23 20:35:09","2007-06-23 21:00:00","2007-06-23"
"2365","2007-06-24 18:35:25","2007-06-24 20:35:25","2007-06-24 21:00:00","2007-06-24"
"2366","2007-06-25 18:35:43","2007-06-25 20:35:43","2007-06-25 21:00:00","2007-06-25"
"2367","2007-06-26 18:36:02","2007-06-26 20:36:02","2007-06-26 21:00:00","2007-06-26"
"2368","2007-06-27 18:36:22","2007-06-27 20:36:22","2007-06-27 21:00:00","2007-06-27"
"2369","2007-06-28 18:36:44","2007-06-28 20:36:44","2007-06-28 21:00:00","2007-06-28"
"2370","2007-06-29 18:37:06","2007-06-29 20:37:06","2007-06-29 21:00:00","2007-06-29"
"2371","2007-06-30 18:37:30","2007-06-30 20:37:30","2007-06-30 21:00:00","2007-06-30"
"2372","2007-07-01 18:37:54","2007-07-01 20:37:54","2007-07-01 21:00:00","2007-07-01"
"2373","2007-07-02 18:38:20","2007-07-02 20:38:20","2007-07-02 21:00:00","2007-07-02"
"2374","2007-07-03 18:38:46","2007-07-03 20:38:46","2007-07-03 21:00:00","2007-07-03"
"2375","2007-07-04 18:39:13","2007-07-04 20:39:13","2007-07-04 21:00:00","2007-07-04"
"2376","2007-07-05 18:39:41","2007-07-05 20:39:41","2007-07-05 21:00:00","2007-07-05"
"2377","2007-07-06 18:40:10","2007-07-06 20:40:10","2007-07-06 21:00:00","2007-07-06"
"2378","2007-07-07 18:40:40","2007-07-07 20:40:40","2007-07-07 21:00:00","2007-07-07"
"2379","2007-07-08 18:41:11","2007-07-08 20:41:11","2007-07-08 21:00:00","2007-07-08"
"2380","2007-07-09 18:41:42","2007-07-09 20:41:42","2007-07-09 21:00:00","2007-07-09"
"2381","2007-07-10 18:42:15","2007-07-10 20:42:15","2007-07-10 21:00:00","2007-07-10"
"2382","2007-07-11 18:42:47","2007-07-11 20:42:47","2007-07-11 21:00:00","2007-07-11"
"2383","2007-07-12 18:43:21","2007-07-12 20:43:21","2007-07-12 21:00:00","2007-07-12"
"2384","2007-07-13 18:43:55","2007-07-13 20:43:55","2007-07-13 21:00:00","2007-07-13"
"2385","2007-07-14 18:44:30","2007-07-14 20:44:30","2007-07-14 21:00:00","2007-07-14"
"2386","2007-07-15 18:45:05","2007-07-15 20:45:05","2007-07-15 21:00:00","2007-07-15"
"2387","2007-07-16 18:45:41","2007-07-16 20:45:41","2007-07-16 21:00:00","2007-07-16"
"2388","2007-07-17 18:46:17","2007-07-17 20:46:17","2007-07-17 21:00:00","2007-07-17"
"2389","2007-07-18 18:46:54","2007-07-18 20:46:54","2007-07-18 21:00:00","2007-07-18"
"2390","2007-07-19 18:47:31","2007-07-19 20:47:31","2007-07-19 21:00:00","2007-07-19"
"2391","2007-07-20 18:48:09","2007-07-20 20:48:09","2007-07-20 21:00:00","2007-07-20"
"2392","2007-07-21 18:48:47","2007-07-21 20:48:47","2007-07-21 21:00:00","2007-07-21"
"2393","2007-07-22 18:49:25","2007-07-22 20:49:25","2007-07-22 21:00:00","2007-07-22"
"2394","2007-07-23 18:50:04","2007-07-23 20:50:04","2007-07-23 21:00:00","2007-07-23"
"2395","2007-07-24 18:50:43","2007-07-24 20:50:43","2007-07-24 21:00:00","2007-07-24"
"2396","2007-07-25 18:51:22","2007-07-25 20:51:22","2007-07-25 21:00:00","2007-07-25"
"2397","2007-07-26 18:52:01","2007-07-26 20:52:01","2007-07-26 21:00:00","2007-07-26"
"2398","2007-07-27 18:52:41","2007-07-27 20:52:41","2007-07-27 21:00:00","2007-07-27"
"2399","2007-07-28 18:53:21","2007-07-28 20:53:21","2007-07-28 21:00:00","2007-07-28"
"2400","2007-07-29 18:54:01","2007-07-29 20:54:01","2007-07-29 21:00:00","2007-07-29"
"2401","2007-07-30 18:54:41","2007-07-30 20:54:41","2007-07-30 21:00:00","2007-07-30"
"2402","2007-07-31 18:55:21","2007-07-31 20:55:21","2007-07-31 21:00:00","2007-07-31"
"2403","2007-08-01 18:56:02","2007-08-01 20:56:02","2007-08-01 21:00:00","2007-08-01"
"2404","2007-08-02 18:56:42","2007-08-02 20:56:42","2007-08-02 21:00:00","2007-08-02"
"2405","2007-08-03 18:57:23","2007-08-03 20:57:23","2007-08-03 21:00:00","2007-08-03"
"2406","2007-08-04 18:58:03","2007-08-04 20:58:03","2007-08-04 21:00:00","2007-08-04"
"2407","2007-08-05 18:58:44","2007-08-05 20:58:44","2007-08-05 21:00:00","2007-08-05"
"2408","2007-08-06 18:59:25","2007-08-06 20:59:25","2007-08-06 21:00:00","2007-08-06"
"2409","2007-08-07 19:00:05","2007-08-07 21:00:05","2007-08-07 21:00:00","2007-08-07"
"2410","2007-08-08 19:00:46","2007-08-08 21:00:46","2007-08-08 21:00:00","2007-08-08"
"2411","2007-08-09 19:01:27","2007-08-09 21:01:27","2007-08-09 21:00:00","2007-08-09"
"2412","2007-08-10 19:02:08","2007-08-10 21:02:08","2007-08-10 21:00:00","2007-08-10"
"2413","2007-08-11 19:02:48","2007-08-11 21:02:48","2007-08-11 21:00:00","2007-08-11"
"2414","2007-08-12 19:03:29","2007-08-12 21:03:29","2007-08-12 21:00:00","2007-08-12"
"2415","2007-08-13 19:04:09","2007-08-13 21:04:09","2007-08-13 21:00:00","2007-08-13"
"2416","2007-08-14 19:04:50","2007-08-14 21:04:50","2007-08-14 21:00:00","2007-08-14"
"2417","2007-08-15 19:05:30","2007-08-15 21:05:30","2007-08-15 21:00:00","2007-08-15"
"2418","2007-08-16 19:06:10","2007-08-16 21:06:10","2007-08-16 21:00:00","2007-08-16"
"2419","2007-08-17 19:06:51","2007-08-17 21:06:51","2007-08-17 21:00:00","2007-08-17"
"2420","2007-08-18 19:07:31","2007-08-18 21:07:31","2007-08-18 21:00:00","2007-08-18"
"2421","2007-08-19 19:08:11","2007-08-19 21:08:11","2007-08-19 21:00:00","2007-08-19"
"2422","2007-08-20 19:08:51","2007-08-20 21:08:51","2007-08-20 21:00:00","2007-08-20"
"2423","2007-08-21 19:09:30","2007-08-21 21:09:30","2007-08-21 21:00:00","2007-08-21"
"2424","2007-08-22 19:10:10","2007-08-22 21:10:10","2007-08-22 21:00:00","2007-08-22"
"2425","2007-08-23 19:10:50","2007-08-23 21:10:50","2007-08-23 21:00:00","2007-08-23"
"2426","2007-08-24 19:11:29","2007-08-24 21:11:29","2007-08-24 21:00:00","2007-08-24"
"2427","2007-08-25 19:12:09","2007-08-25 21:12:09","2007-08-25 21:00:00","2007-08-25"
"2428","2007-08-26 19:12:48","2007-08-26 21:12:48","2007-08-26 21:00:00","2007-08-26"
"2429","2007-08-27 19:13:28","2007-08-27 21:13:28","2007-08-27 21:00:00","2007-08-27"
"2430","2007-08-28 19:14:07","2007-08-28 21:14:07","2007-08-28 21:00:00","2007-08-28"
"2431","2007-08-29 19:14:46","2007-08-29 21:14:46","2007-08-29 21:00:00","2007-08-29"
"2432","2007-08-30 19:15:25","2007-08-30 21:15:25","2007-08-30 21:00:00","2007-08-30"
"2433","2007-08-31 19:16:04","2007-08-31 21:16:04","2007-08-31 21:00:00","2007-08-31"
"2434","2007-09-01 19:16:43","2007-09-01 21:16:43","2007-09-01 21:00:00","2007-09-01"
"2435","2007-09-02 19:17:22","2007-09-02 21:17:22","2007-09-02 21:00:00","2007-09-02"
"2436","2007-09-03 19:18:01","2007-09-03 21:18:01","2007-09-03 21:00:00","2007-09-03"
"2437","2007-09-04 19:18:39","2007-09-04 21:18:39","2007-09-04 21:00:00","2007-09-04"
"2438","2007-09-05 19:19:18","2007-09-05 21:19:18","2007-09-05 21:00:00","2007-09-05"
"2439","2007-09-06 19:19:57","2007-09-06 21:19:57","2007-09-06 21:00:00","2007-09-06"
"2440","2007-09-07 19:20:36","2007-09-07 21:20:36","2007-09-07 21:00:00","2007-09-07"
"2441","2007-09-08 19:21:14","2007-09-08 21:21:14","2007-09-08 21:00:00","2007-09-08"
"2442","2007-09-09 19:21:53","2007-09-09 21:21:53","2007-09-09 21:00:00","2007-09-09"
